0.25 0.25 0.25 0.25
dever 0.000225 0.000275 2.5e-05 2.5e-05
forens 0.00025 2.5e-05 0.0001 0.000175
heroic 0.000125 0.00035 2.5e-05 5e-05
coron 0.000375 0.000125 2.5e-05 2.5e-05
viciou 0.0003 0.000125 5e-05 7.5e-05
vaunt 2.5e-05 0.000225 0.000125 0.000175
precaut 0.000125 5e-05 0.00015 0.000225
unsettl 0.000125 0.0002 0.000125 0.0001
fab 5e-05 0.0001 5e-05 0.00035
tinker 5e-05 7.5e-05 0.000125 0.0003
alfr 0.000225 0.000125 7.5e-05 0.000125
unpatch 2.5e-05 2.5e-05 2.5e-05 0.000475
gobbl 5e-05 0.0001 0.0001 0.0003
rejuven 0.0001 0.000275 0.0001 7.5e-05
sake 0.000225 0.00015 5e-05 0.000125
theu 0.000125 2.5e-05 0.0002 0.0002
ronaldinho 2.5e-05 0.000475 2.5e-05 2.5e-05
hrefhttpwwwinvestorreuterscomfullquoteaspxtickergdtn 2.5e-05 2.5e-05 0.000475 2.5e-05
targetstocksquickinfofullquotegtgdtnltagt 2.5e-05 2.5e-05 0.000475 2.5e-05
bate 5e-05 0.00045 2.5e-05 2.5e-05
janjawe 0.000475 2.5e-05 2.5e-05 2.5e-05
highresolut 7.5e-05 2.5e-05 2.5e-05 0.000425
drugstor 2.5e-05 2.5e-05 0.00045 5e-05
15day 2.5e-05 0.000475 2.5e-05 2.5e-05
132 5e-05 0.00025 0.000175 7.5e-05
whampoa 2.5e-05 2.5e-05 0.000475 2.5e-05
mutualfund 2.5e-05 2.5e-05 0.000475 2.5e-05
peirsol 5e-05 0.00045 2.5e-05 2.5e-05
pere 0.000475 2.5e-05 2.5e-05 2.5e-05
liu 0.0001 0.00035 5e-05 5e-05
authoritarian 0.00045 2.5e-05 2.5e-05 5e-05
breakup 7.5e-05 5e-05 0.000225 0.0002
mn 2.5e-05 0.00045 5e-05 2.5e-05
quotyou 2.5e-05 0.00035 7.5e-05 0.0001
thriller 5e-05 0.000425 2.5e-05 5e-05
stagnat 0.000125 5e-05 0.000325 5e-05
tribe 0.00015 7.5e-05 0.00015 0.000175
131 5e-05 0.000225 0.00025 2.5e-05
piero 5e-05 0.00045 2.5e-05 2.5e-05
infrar 2.5e-05 2.5e-05 2.5e-05 0.000475
boldli 5e-05 5e-05 7.5e-05 0.000375
ljubic 5e-05 0.00045 2.5e-05 2.5e-05
alumni 7.5e-05 0.00035 5e-05 7.5e-05
theyd 0.0001 0.0002 0.000125 0.000125
smuggler 0.00045 2.5e-05 2.5e-05 5e-05
modif 2.5e-05 7.5e-05 0.0001 0.00035
cfl 2.5e-05 0.000475 2.5e-05 2.5e-05
argonaut 5e-05 0.000425 2.5e-05 5e-05
sociedad 2.5e-05 0.000475 2.5e-05 2.5e-05
lithuanian 0.000275 0.000125 0.0001 5e-05
sped 0.0002 0.0002 0.0001 5e-05
sara 2.5e-05 0.000225 0.000225 7.5e-05
cesar 0.00015 0.000275 5e-05 7.5e-05
khurshid 0.00035 2.5e-05 0.00015 2.5e-05
kasuri 0.00035 2.5e-05 0.00015 2.5e-05
taxi 0.000275 0.0001 5e-05 0.000125
onsunday 0.0003 7.5e-05 7.5e-05 0.0001
ko 0.000125 0.000125 0.0002 0.0001
alarabiya 0.000475 2.5e-05 2.5e-05 2.5e-05
lectur 0.0001 5e-05 0.00015 0.00025
zhang 0.000275 0.00015 5e-05 7.5e-05
brick 0.000125 0.000125 0.00015 0.00015
erron 2.5e-05 0.000125 0.0001 0.0003
realis 0.000125 0.0002 7.5e-05 0.00015
airborn 0.000125 0.0001 0.0001 0.000225
anbar 0.00045 5e-05 2.5e-05 2.5e-05
outpitch 7.5e-05 0.000425 2.5e-05 2.5e-05
finetun 7.5e-05 0.00015 5e-05 0.000275
handov 0.000425 5e-05 2.5e-05 5e-05
squash 0.00015 0.00025 5e-05 0.0001
a1 0.000125 5e-05 0.00035 2.5e-05
530 0.000175 0.000125 0.00015 0.0001
enclav 0.000425 2.5e-05 7.5e-05 2.5e-05
heroin 0.000275 0.00015 7.5e-05 5e-05
yearli 0.0001 5e-05 0.000325 7.5e-05
campus 5e-05 5e-05 0.0001 0.00035
kezman 2.5e-05 0.000475 2.5e-05 2.5e-05
tedford 2.5e-05 0.000475 2.5e-05 2.5e-05
robbin 2.5e-05 0.000475 2.5e-05 2.5e-05
109 5e-05 0.00025 0.00015 0.0001
reciproc 0.0001 5e-05 5e-05 0.00035
luggag 0.000275 0.000175 7.5e-05 2.5e-05
warin 0.0002 0.000275 2.5e-05 5e-05
2nd 0.000175 0.0002 0.0001 7.5e-05
400m 5e-05 0.000275 0.00015 7.5e-05
295 5e-05 5e-05 0.000425 2.5e-05
decisionmak 0.000125 0.0001 0.000125 0.0002
mitsui 5e-05 7.5e-05 0.0004 2.5e-05
boyfriend 0.000225 0.000225 5e-05 5e-05
202 0.000325 0.00015 5e-05 2.5e-05
cholesterol 2.5e-05 2.5e-05 0.000175 0.000325
kuchma 0.000475 2.5e-05 2.5e-05 2.5e-05
124 7.5e-05 0.000225 0.000175 7.5e-05
clutter 5e-05 0.000125 0.0001 0.000275
backyard 7.5e-05 7.5e-05 7.5e-05 0.000325
goalscor 2.5e-05 0.000475 2.5e-05 2.5e-05
discourag 0.0001 7.5e-05 0.000125 0.00025
705 2.5e-05 0.00045 2.5e-05 5e-05
quicker 2.5e-05 0.000175 0.000125 0.000225
dioxin 0.000375 2.5e-05 2.5e-05 0.000125
plaintiff 2.5e-05 2.5e-05 0.00025 0.00025
118 0.00015 0.000175 0.000175 5e-05
excerpt 0.00015 7.5e-05 5e-05 0.000275
feast 5e-05 0.000175 0.000175 0.00015
fibr 2.5e-05 2.5e-05 2.5e-05 0.000475
valentin 0.000125 0.000375 2.5e-05 2.5e-05
remak 0.0002 0.0001 7.5e-05 0.000175
forese 2.5e-05 0.0001 0.00015 0.000275
mba 5e-05 5e-05 0.000225 0.000225
juggernaut 2.5e-05 0.000125 0.000125 0.000275
venetica 2.5e-05 2.5e-05 2.5e-05 0.000475
bankrol 0.00035 2.5e-05 0.000125 5e-05
avalanch 7.5e-05 0.000325 2.5e-05 0.000125
facetofac 0.00035 5e-05 5e-05 0.0001
airtran 2.5e-05 2.5e-05 0.000475 2.5e-05
boardroom 2.5e-05 0.0001 0.000375 5e-05
grous 2.5e-05 2.5e-05 0.0001 0.0004
scar 0.000225 0.00025 2.5e-05 5e-05
fraudster 2.5e-05 2.5e-05 5e-05 0.00045
reassess 0.000125 0.0001 0.000225 0.0001
recordequal 7.5e-05 0.000425 2.5e-05 2.5e-05
mack 2.5e-05 0.000475 2.5e-05 2.5e-05
botch 0.000225 0.00015 5e-05 0.000125
covert 0.0004 2.5e-05 2.5e-05 0.0001
knoxvil 2.5e-05 0.00045 5e-05 2.5e-05
745 2.5e-05 0.0001 0.000125 0.0003
falsifi 2.5e-05 2.5e-05 0.000125 0.000375
bruno 2.5e-05 0.00045 5e-05 2.5e-05
candidaci 0.00035 0.0001 7.5e-05 2.5e-05
conciliatori 0.0004 2.5e-05 7.5e-05 5e-05
wellpoint 2.5e-05 2.5e-05 0.000475 2.5e-05
mb 2.5e-05 2.5e-05 2.5e-05 0.000475
mandelson 0.0001 2.5e-05 0.0004 2.5e-05
lowli 5e-05 0.0003 5e-05 0.00015
giddi 5e-05 0.00035 7.5e-05 7.5e-05
mistaken 0.0003 0.000125 0.0001 2.5e-05
barnier 0.000475 2.5e-05 2.5e-05 2.5e-05
richi 2.5e-05 0.000475 2.5e-05 2.5e-05
presidentelect 0.000375 5e-05 7.5e-05 5e-05
sharpen 0.0001 2.5e-05 0.0003 0.000125
toth 0.000225 5e-05 7.5e-05 0.0002
bledso 2.5e-05 0.000475 2.5e-05 2.5e-05
penc 5e-05 7.5e-05 0.000375 5e-05
hokkaido 0.00045 5e-05 2.5e-05 2.5e-05
clayton 5e-05 0.000325 7.5e-05 0.0001
dariu 2.5e-05 0.000475 2.5e-05 2.5e-05
mismatch 2.5e-05 0.000425 7.5e-05 2.5e-05
insecur 0.00035 5e-05 5e-05 0.0001
onesid 7.5e-05 0.000425 2.5e-05 2.5e-05
fallon 5e-05 0.00045 2.5e-05 2.5e-05
emmitt 2.5e-05 0.000475 2.5e-05 2.5e-05
profound 0.000175 5e-05 0.0001 0.000225
trough 0.0001 2.5e-05 0.000375 5e-05
harden 0.00015 0.00015 0.000175 7.5e-05
sin 0.000325 7.5e-05 7.5e-05 7.5e-05
stalk 0.000225 0.0001 2.5e-05 0.0002
goran 2.5e-05 0.000475 2.5e-05 2.5e-05
debacl 0.0001 0.0002 0.000175 7.5e-05
jerez 2.5e-05 0.000475 2.5e-05 2.5e-05
hrefhttpwwwreuterscoukfinancequotelookupjhtmltickeribmn 2.5e-05 2.5e-05 2.5e-05 0.000475
qcatnewsgtibmnltagt 2.5e-05 2.5e-05 2.5e-05 0.000475
yawn 5e-05 0.000125 0.000275 0.0001
kandahar 0.000475 2.5e-05 2.5e-05 2.5e-05
mayorga 2.5e-05 0.000475 2.5e-05 2.5e-05
russianu 7.5e-05 2.5e-05 2.5e-05 0.000425
ambul 0.0004 7.5e-05 2.5e-05 5e-05
boilermak 2.5e-05 0.000475 2.5e-05 2.5e-05
martyn 5e-05 0.000425 2.5e-05 5e-05
mirag 7.5e-05 0.000125 0.000325 2.5e-05
panhandl 0.000375 5e-05 5e-05 7.5e-05
maradona 5e-05 0.00045 2.5e-05 2.5e-05
precari 0.00025 0.00015 2.5e-05 0.000125
mushroom 0.0003 2.5e-05 7.5e-05 0.00015
harddisk 2.5e-05 2.5e-05 2.5e-05 0.000475
invesco 2.5e-05 5e-05 0.00045 2.5e-05
maci 2.5e-05 2.5e-05 0.00045 5e-05
trooper 0.0002 0.00025 2.5e-05 7.5e-05
mordechai 0.000425 2.5e-05 2.5e-05 7.5e-05
yearonyear 2.5e-05 2.5e-05 0.000425 7.5e-05
fasttrack 0.00025 5e-05 0.0001 0.00015
rix 5e-05 0.00045 2.5e-05 2.5e-05
fiercest 0.0002 0.000225 0.0001 2.5e-05
oneil 2.5e-05 0.000475 2.5e-05 2.5e-05
sehwag 5e-05 0.00045 2.5e-05 2.5e-05
az 2.5e-05 0.000475 2.5e-05 2.5e-05
hurricanerel 2.5e-05 2.5e-05 0.000475 2.5e-05
tiki 5e-05 0.00045 2.5e-05 2.5e-05
axim 2.5e-05 2.5e-05 2.5e-05 0.000475
10thrank 2.5e-05 0.000475 2.5e-05 2.5e-05
ultra 7.5e-05 2.5e-05 2.5e-05 0.000425
crosslicens 2.5e-05 2.5e-05 7.5e-05 0.000425
350000 5e-05 2.5e-05 0.000425 5e-05
twoyearold 0.000325 2.5e-05 0.0001 0.0001
ascent 5e-05 5e-05 0.000125 0.000325
cartridg 2.5e-05 2.5e-05 0.000125 0.000375
craven 2.5e-05 0.000475 2.5e-05 2.5e-05
baltic 0.000325 2.5e-05 0.00015 5e-05
fivepoint 0.000125 0.000375 2.5e-05 2.5e-05
gritti 5e-05 0.00035 5e-05 0.0001
jiabao 0.000325 2.5e-05 0.000175 2.5e-05
200506 2.5e-05 0.000475 2.5e-05 2.5e-05
shortcom 0.0001 0.00015 0.0001 0.0002
farina 2.5e-05 0.000475 2.5e-05 2.5e-05
vfb 2.5e-05 0.000475 2.5e-05 2.5e-05
nagaland 0.000475 2.5e-05 2.5e-05 2.5e-05
rashad 5e-05 0.00045 2.5e-05 2.5e-05
cnbc 2.5e-05 2.5e-05 0.00045 5e-05
henkel 2.5e-05 2.5e-05 0.000475 2.5e-05
bouak 0.000475 2.5e-05 2.5e-05 2.5e-05
96000 2.5e-05 2.5e-05 0.000475 2.5e-05
2410 2.5e-05 0.00045 2.5e-05 5e-05
cann 2.5e-05 2.5e-05 2.5e-05 0.000475
switkowski 5e-05 2.5e-05 0.00045 2.5e-05
muniswami 0.000475 2.5e-05 2.5e-05 2.5e-05
clearwir 2.5e-05 2.5e-05 2.5e-05 0.000475
flore 2.5e-05 5e-05 2.5e-05 0.00045
bcn 2.5e-05 5e-05 5e-05 0.000425
indemnif 2.5e-05 2.5e-05 5e-05 0.00045
cropp 2.5e-05 0.000475 2.5e-05 2.5e-05
mccant 2.5e-05 0.000475 2.5e-05 2.5e-05
adt 2.5e-05 0.000475 2.5e-05 2.5e-05
sevenspac 2.5e-05 2.5e-05 2.5e-05 0.000475
scorch 0.000125 0.000275 7.5e-05 5e-05
sidestep 0.000175 5e-05 0.00015 0.00015
henderson 2.5e-05 0.000125 5e-05 0.000325
twoman 5e-05 0.0001 2.5e-05 0.00035
2015 0.00015 2.5e-05 7.5e-05 0.000275
fisheri 0.000125 2.5e-05 2.5e-05 0.00035
vertic 2.5e-05 5e-05 5e-05 0.0004
ntp 2.5e-05 2.5e-05 0.000275 0.0002
forgot 2.5e-05 0.0003 5e-05 0.00015
accumul 0.0001 0.0001 0.00015 0.000175
thread 7.5e-05 0.0001 5e-05 0.0003
rogu 7.5e-05 5e-05 0.000125 0.000275
sanctuari 0.0002 5e-05 5e-05 0.000225
cathedr 0.00025 7.5e-05 2.5e-05 0.000175
cosmodrom 7.5e-05 2.5e-05 2.5e-05 0.0004
amanda 2.5e-05 0.000175 2.5e-05 0.0003
90nanomet 2.5e-05 2.5e-05 2.5e-05 0.00045
techi 2.5e-05 2.5e-05 0.0001 0.000375
38t 2.5e-05 2.5e-05 2.5e-05 0.00045
intuit 5e-05 5e-05 7.5e-05 0.00035
kohler 2.5e-05 0.00015 5e-05 0.0003
mare 2.5e-05 0.00045 2.5e-05 2.5e-05
bustl 0.000225 7.5e-05 0.000125 0.0001
mahdi 0.00045 2.5e-05 2.5e-05 2.5e-05
lori 0.000275 0.000175 2.5e-05 5e-05
walsh 5e-05 0.00035 5e-05 7.5e-05
chapel 0.000125 0.000325 2.5e-05 5e-05
countless 5e-05 0.000175 0.00015 0.00015
275 7.5e-05 0.00015 0.00025 5e-05
goodal 0.00015 2.5e-05 0.00025 0.0001
intelsat 2.5e-05 2.5e-05 0.0003 0.000175
preacher 0.000425 2.5e-05 2.5e-05 5e-05
defenseman 5e-05 0.000425 2.5e-05 2.5e-05
lufthansa 0.0003 2.5e-05 0.0001 0.0001
antiamerican 0.000325 0.000125 2.5e-05 5e-05
hrefhttpwwwinvestorreuterscomfullquoteaspxtickerntto 2.5e-05 2.5e-05 0.00045 2.5e-05
targetstocksquickinfofullquotegtnttoltagt 2.5e-05 2.5e-05 0.00045 2.5e-05
vagu 0.000175 2.5e-05 0.000125 0.0002
cake 0.000125 0.0001 0.0002 0.0001
aing 2.5e-05 0.00045 2.5e-05 2.5e-05
brockton 2.5e-05 0.00045 2.5e-05 2.5e-05
slowerthanexpect 2.5e-05 2.5e-05 0.00045 2.5e-05
crosscountri 2.5e-05 0.000275 5e-05 0.000175
kde 2.5e-05 2.5e-05 2.5e-05 0.00045
tibetan 0.0004 2.5e-05 2.5e-05 7.5e-05
wallabi 2.5e-05 0.00045 2.5e-05 2.5e-05
slovenia 0.00015 0.000325 2.5e-05 2.5e-05
ashburn 2.5e-05 0.00035 2.5e-05 0.000125
flamboy 0.0001 0.00025 7.5e-05 0.0001
disbelief 0.00025 0.000175 2.5e-05 7.5e-05
versatil 7.5e-05 0.0002 2.5e-05 0.000225
layup 7.5e-05 0.0004 2.5e-05 2.5e-05
eyebrow 0.000125 0.00015 0.0001 0.00015
threeyearold 0.000125 2.5e-05 0.00015 0.000225
vie 0.0001 0.00015 7.5e-05 0.0002
salut 0.0002 0.0002 5e-05 7.5e-05
waiver 5e-05 0.000425 2.5e-05 2.5e-05
finalround 2.5e-05 0.00045 2.5e-05 2.5e-05
pic 5e-05 0.0002 2.5e-05 0.00025
soak 5e-05 0.000175 0.0001 0.0002
wacki 0.000125 0.000275 7.5e-05 5e-05
mansion 0.0002 7.5e-05 0.000125 0.000125
whop 5e-05 0.000125 0.00015 0.0002
remedi 0.000125 5e-05 0.00015 0.0002
tiffani 2.5e-05 0.00015 0.000325 2.5e-05
pot 0.0001 0.00015 7.5e-05 0.0002
jeanmari 5e-05 2.5e-05 0.000425 2.5e-05
pascal 0.000125 2.5e-05 0.0003 7.5e-05
lami 0.0001 2.5e-05 0.000375 2.5e-05
varsiti 2.5e-05 0.0004 2.5e-05 7.5e-05
toughen 0.0002 0.00015 7.5e-05 0.0001
oral 7.5e-05 0.00015 0.000175 0.000125
hoy 2.5e-05 0.000175 0.0003 2.5e-05
censur 0.000275 5e-05 0.000175 2.5e-05
succumb 7.5e-05 0.000175 0.000225 5e-05
daln 2.5e-05 2.5e-05 0.00045 2.5e-05
condoleezza 0.000425 2.5e-05 2.5e-05 5e-05
pupil 0.000375 5e-05 2.5e-05 7.5e-05
incompat 7.5e-05 2.5e-05 5e-05 0.000375
slowest 5e-05 0.000125 0.000325 2.5e-05
shannon 7.5e-05 0.000275 0.000125 5e-05
hanov 0.00015 0.000225 0.000125 2.5e-05
logan 5e-05 0.000275 0.00015 5e-05
macau 0.000175 5e-05 0.000225 7.5e-05
bigmoney 5e-05 0.000225 0.000225 2.5e-05
invalid 0.0003 7.5e-05 5e-05 0.0001
daiei 0.000125 2.5e-05 0.00035 2.5e-05
analys 7.5e-05 7.5e-05 5e-05 0.000325
18000 7.5e-05 2.5e-05 0.0001 0.000325
rapper 0.00015 0.0001 0.000175 0.0001
algerian 0.000425 2.5e-05 5e-05 2.5e-05
midmarket 2.5e-05 2.5e-05 2.5e-05 0.00045
netsuit 2.5e-05 2.5e-05 5e-05 0.000425
swagger 5e-05 0.000375 7.5e-05 2.5e-05
overrun 0.000125 7.5e-05 0.00015 0.000175
blanket 0.000175 2.5e-05 5e-05 0.000275
salesforcecom 2.5e-05 2.5e-05 7.5e-05 0.0004
resurfac 0.0001 0.00015 0.0001 0.000175
lob 0.00025 0.0002 2.5e-05 5e-05
coloss 0.00015 0.000175 0.0001 0.0001
rainer 7.5e-05 0.000275 0.0001 7.5e-05
raindelay 2.5e-05 0.00045 2.5e-05 2.5e-05
39ta 0.0001 0.0003 7.5e-05 5e-05
plow 0.000325 5e-05 7.5e-05 7.5e-05
silverman 2.5e-05 2.5e-05 5e-05 0.000425
kirkland 2.5e-05 0.000325 7.5e-05 0.0001
rescind 0.00015 0.00015 0.00015 7.5e-05
baromet 0.0001 7.5e-05 0.0003 5e-05
cyberon 2.5e-05 2.5e-05 0.00045 2.5e-05
9th 2.5e-05 0.0002 7.5e-05 0.000225
alcatel 5e-05 2.5e-05 0.000225 0.000225
isv 2.5e-05 2.5e-05 5e-05 0.000425
hapless 0.0001 0.0002 7.5e-05 0.00015
coke 2.5e-05 5e-05 0.000375 7.5e-05
hrefhttpwwwinvestorreuterscomfullquoteaspxtickerenrnqpk 2.5e-05 2.5e-05 0.00045 2.5e-05
targetstocksquickinfofullquotegtenrnqpkltagt 2.5e-05 2.5e-05 0.00045 2.5e-05
nicaragua 0.000275 2.5e-05 2.5e-05 0.0002
hrefhttpwwwinvestorreuterscomfullquoteaspxtickergmn 2.5e-05 2.5e-05 0.00045 2.5e-05
deng 0.0004 7.5e-05 2.5e-05 2.5e-05
andov 2.5e-05 0.00045 2.5e-05 2.5e-05
vt 2.5e-05 0.000375 5e-05 7.5e-05
banda 0.00045 2.5e-05 2.5e-05 2.5e-05
yacht 0.000125 0.00025 0.0001 5e-05
thirteen 0.000175 0.000175 5e-05 0.000125
maritim 0.000375 5e-05 7.5e-05 2.5e-05
ismail 0.0004 7.5e-05 2.5e-05 2.5e-05
islamonlinenet 0.00045 2.5e-05 2.5e-05 2.5e-05
mafia 0.00035 5e-05 5e-05 7.5e-05
marti 2.5e-05 0.000425 5e-05 2.5e-05
quotfor 0.0001 0.0002 5e-05 0.000175
upright 2.5e-05 7.5e-05 7.5e-05 0.00035
zaragoza 2.5e-05 0.00045 2.5e-05 2.5e-05
wana 0.00045 2.5e-05 2.5e-05 2.5e-05
pulsat 2.5e-05 0.0004 5e-05 5e-05
ch 2.5e-05 0.000375 5e-05 7.5e-05
bulldoz 0.00035 0.0001 2.5e-05 5e-05
mickey 2.5e-05 0.000225 0.00015 0.000125
pigeon 0.000125 5e-05 2.5e-05 0.000325
tyre 0.000175 0.0003 2.5e-05 2.5e-05
triniti 5e-05 0.000175 2.5e-05 0.000275
carniv 0.000175 0.000125 0.0002 2.5e-05
pire 5e-05 0.000425 2.5e-05 2.5e-05
iamgold 2.5e-05 2.5e-05 0.00045 2.5e-05
scandalhit 0.000125 2.5e-05 0.00035 2.5e-05
gaze 0.00015 0.00015 7.5e-05 0.00015
stitch 2.5e-05 0.00025 7.5e-05 0.000175
sunris 0.0002 5e-05 0.0001 0.000175
bahrain 0.000375 2.5e-05 7.5e-05 5e-05
ruptur 7.5e-05 0.000325 5e-05 7.5e-05
isl 5e-05 0.000175 5e-05 0.00025
nut 0.0001 7.5e-05 0.0002 0.00015
blend 5e-05 0.000125 0.00015 0.0002
quotr 7.5e-05 0.000125 0.000275 5e-05
fluctuat 0.000225 2.5e-05 0.0002 7.5e-05
mateja 2.5e-05 0.00045 2.5e-05 2.5e-05
springboard 7.5e-05 0.00035 2.5e-05 7.5e-05
relish 5e-05 0.0004 2.5e-05 5e-05
mcteer 2.5e-05 2.5e-05 0.00045 2.5e-05
hrefhttpwwwreuterscoukfinancequotelookupjhtmltickerintco 2.5e-05 2.5e-05 2.5e-05 0.00045
qcatnewsgtintcoltagt 2.5e-05 2.5e-05 2.5e-05 0.00045
harper 0.0002 0.000225 7.5e-05 2.5e-05
hid 0.000125 7.5e-05 0.0003 2.5e-05
glut 2.5e-05 7.5e-05 0.00025 0.000175
rulon 7.5e-05 0.0004 2.5e-05 2.5e-05
untouch 0.000175 0.000125 0.0002 2.5e-05
shalom 0.00045 2.5e-05 2.5e-05 2.5e-05
impli 0.000125 7.5e-05 0.00015 0.000175
broadbas 2.5e-05 2.5e-05 0.0004 7.5e-05
thinner 5e-05 2.5e-05 0.000125 0.000325
bias 0.0002 5e-05 0.00015 0.000125
philipp 0.0001 0.000225 0.00015 5e-05
overfish 7.5e-05 2.5e-05 2.5e-05 0.0004
carcass 0.0002 5e-05 2.5e-05 0.00025
umbrella 0.00015 0.0001 0.0001 0.000175
j2ee 2.5e-05 2.5e-05 2.5e-05 0.00045
edonkey 2.5e-05 2.5e-05 2.5e-05 0.00045
juliet 7.5e-05 0.0004 2.5e-05 2.5e-05
petrova 2.5e-05 0.00045 2.5e-05 2.5e-05
bethesda 0.0001 5e-05 0.0002 0.000175
edmond 2.5e-05 0.00045 2.5e-05 2.5e-05
ia 2.5e-05 0.0004 7.5e-05 2.5e-05
densiti 2.5e-05 5e-05 5e-05 0.0004
sevenrun 0.0001 0.000375 2.5e-05 2.5e-05
charismat 0.000225 0.0002 5e-05 5e-05
40th 0.00015 0.000225 2.5e-05 0.000125
tpc 2.5e-05 0.000425 5e-05 2.5e-05
farmland 7.5e-05 5e-05 0.00025 0.00015
33yearold 5e-05 0.000425 2.5e-05 2.5e-05
runway 0.00025 0.0001 7.5e-05 0.0001
domenech 2.5e-05 0.00045 2.5e-05 2.5e-05
cohen 2.5e-05 0.0001 0.0002 0.0002
usiraqi 0.00045 2.5e-05 2.5e-05 2.5e-05
10m 0.000125 0.0001 2.5e-05 0.000275
nathali 2.5e-05 0.00045 2.5e-05 2.5e-05
dechi 2.5e-05 0.00045 2.5e-05 2.5e-05
countrywid 0.000275 2.5e-05 0.00015 7.5e-05
lavar 2.5e-05 0.00045 2.5e-05 2.5e-05
decadeslong 0.000275 5e-05 7.5e-05 0.000125
planemak 2.5e-05 2.5e-05 0.00035 0.000125
albertson 2.5e-05 2.5e-05 0.00045 2.5e-05
offlin 2.5e-05 2.5e-05 5e-05 0.000425
gum 5e-05 7.5e-05 0.000375 2.5e-05
401k 2.5e-05 2.5e-05 0.000425 5e-05
englishman 2.5e-05 0.00045 2.5e-05 2.5e-05
vanderlei 2.5e-05 0.00045 2.5e-05 2.5e-05
induct 0.0001 0.00035 5e-05 2.5e-05
alfonso 0.0002 0.00025 5e-05 2.5e-05
systemat 0.0003 5e-05 0.0001 7.5e-05
berkman 7.5e-05 0.0004 2.5e-05 2.5e-05
pal 7.5e-05 0.000125 0.00015 0.000175
misdemeanor 5e-05 0.0003 7.5e-05 0.0001
rusti 5e-05 0.00035 2.5e-05 0.0001
3641 7.5e-05 2.5e-05 0.000125 0.0003
brock 5e-05 0.000425 2.5e-05 2.5e-05
kieren 5e-05 0.000425 2.5e-05 2.5e-05
beatl 0.0001 5e-05 5e-05 0.000325
260 0.000225 0.0002 7.5e-05 2.5e-05
gennadi 5e-05 2.5e-05 2.5e-05 0.000425
fiveweek 2.5e-05 5e-05 0.0004 5e-05
thirdseed 5e-05 0.000425 2.5e-05 2.5e-05
4under 2.5e-05 0.00045 2.5e-05 2.5e-05
gnome 2.5e-05 2.5e-05 2.5e-05 0.00045
113 0.00015 0.00025 0.0001 2.5e-05
atlantabas 2.5e-05 2.5e-05 0.000375 0.0001
badawi 0.0004 2.5e-05 5e-05 5e-05
recordti 2.5e-05 0.00045 2.5e-05 2.5e-05
einstein 5e-05 2.5e-05 2.5e-05 0.000425
sherman 5e-05 0.000275 5e-05 0.00015
youni 0.00045 2.5e-05 2.5e-05 2.5e-05
mayfield 2.5e-05 0.0004 2.5e-05 7.5e-05
ivorian 0.00045 2.5e-05 2.5e-05 2.5e-05
herniat 7.5e-05 0.0004 2.5e-05 2.5e-05
midshipmen 2.5e-05 0.00045 2.5e-05 2.5e-05
enterpriseclass 2.5e-05 2.5e-05 5e-05 0.000425
duce 2.5e-05 0.00045 2.5e-05 2.5e-05
vanunu 0.00045 2.5e-05 2.5e-05 2.5e-05
defo 0.000125 0.00035 2.5e-05 2.5e-05
199 5e-05 0.0001 0.0002 0.000175
ubisoft 2.5e-05 2.5e-05 2.5e-05 0.00045
livelihood 5e-05 2.5e-05 7.5e-05 0.000375
bleed 0.0001 0.0002 0.000125 0.0001
afflict 0.00015 0.00015 5e-05 0.000175
flick 5e-05 5e-05 0.000125 0.0003
virend 5e-05 0.000425 2.5e-05 2.5e-05
3117 2.5e-05 0.00045 2.5e-05 2.5e-05
ripe 0.000125 5e-05 0.0002 0.00015
folder 2.5e-05 5e-05 7.5e-05 0.000375
humor 0.0001 0.000125 0.000125 0.000175
184 0.0001 0.0002 0.0002 2.5e-05
sakhnin 2.5e-05 0.00045 2.5e-05 2.5e-05
loudon 2.5e-05 0.000425 2.5e-05 5e-05
comedi 0.000325 0.0001 5e-05 5e-05
rashe 2.5e-05 0.00045 2.5e-05 2.5e-05
hoax 0.000175 0.000125 2.5e-05 0.0002
stepp 5e-05 2.5e-05 2.5e-05 0.000425
aig 2.5e-05 2.5e-05 0.00045 2.5e-05
hrefhttpwwwinvestorreuterscomfullquoteaspxtickerfnmn 2.5e-05 2.5e-05 0.00045 2.5e-05
targetstocksquickinfofullquotegtfnmnltagt 2.5e-05 2.5e-05 0.00045 2.5e-05
kbr 0.0001 2.5e-05 0.000375 2.5e-05
rmc 5e-05 2.5e-05 0.000425 2.5e-05
ogo 2.5e-05 2.5e-05 0.0001 0.000375
ranieri 2.5e-05 0.00045 2.5e-05 2.5e-05
seismic 7.5e-05 2.5e-05 2.5e-05 0.0004
abuzz 0.0001 2.5e-05 0.0001 0.0003
chelsfield 7.5e-05 2.5e-05 0.0004 2.5e-05
muslimmajor 0.00045 2.5e-05 2.5e-05 2.5e-05
hayden 2.5e-05 0.000425 2.5e-05 5e-05
ziggi 5e-05 2.5e-05 0.000425 2.5e-05
bochum 7.5e-05 5e-05 0.000375 2.5e-05
abn 5e-05 2.5e-05 0.0004 5e-05
koos 0.00045 2.5e-05 2.5e-05 2.5e-05
totmianina 2.5e-05 0.00045 2.5e-05 2.5e-05
preminet 2.5e-05 2.5e-05 2.5e-05 0.00045
